device,intf,description,ip_addr,shutdown,snmp_location
rtxfoom-acc-idf1-03,Vlan440,Wireless AP VLAN,10.225.246.129/25,FALSE,"14450 Trinity Blvd, Ste 200, Fort Worth, TX, 76155 () () (PCI) (Retail Omnicare) (William Strickland 817-540-24b"
rtxfoom-acc-mdf-02,Loopback0,Loo0,10.203.246.185/32,FALSE,
rtxfoom-acc-mdf-02,TenGigabitEthernet1/1/1,Uplink to ftw-dis-m1a-01 TenGigabitEthernet1/4,10.232.75.162/30,FALSE,
rtxfoom-acc-mdf-02,TenGigabitEthernet2/1/1,Uplink to ftw-dis-m1a-02 TenGigabitEthernet1/4,10.232.75.166/30,FALSE,
rtxfoom-acc-mdf-02,Vlan210,Data VLAN,10.232.76.1/24,FALSE,
rtxfoom-acc-mdf-02,Vlan220,Voice VLAN,10.232.77.1/24,FALSE,
rtxfoom-acc-mdf-02,Vlan230,Security VLAN,10.232.78.1/25,FALSE,
rtxfoom-acc-mdf-02,Vlan240,Wireless AP VLAN,10.232.78.129/25,FALSE,
rtxfoom-acc-mdf-02,Vlan250,Automation VLAN,10.232.79.1/25,FALSE,
rtxfoom-acc-idf1-02,Loopback0,,10.203.246.187/32,FALSE,"14450 Trinity Blvd, Ste 200, Fort Worth, TX, 76155 () () (PCI) (Retail Omnicare) (William Strickland 817-540-24b"
rtxfoom-acc-idf1-02,TenGigabitEthernet1/1/1,Uplink to FTW-DIS-M1A-01 Ten 1/12,10.232.75.178/30,FALSE,"14450 Trinity Blvd, Ste 200, Fort Worth, TX, 76155 () () (PCI) (Retail Omnicare) (William Strickland 817-540-24b"
rtxfoom-acc-idf1-02,TenGigabitEthernet4/1/1,Uplink to FTW-DIS-M1A-02  Ten 1/12,10.232.75.182/30,FALSE,"14450 Trinity Blvd, Ste 200, Fort Worth, TX, 76155 () () (PCI) (Retail Omnicare) (William Strickland 817-540-24b"
rtxfoom-acc-idf1-02,Vlan310,Data VLAN,10.225.241.1/24,FALSE,"14450 Trinity Blvd, Ste 200, Fort Worth, TX, 76155 () () (PCI) (Retail Omnicare) (William Strickland 817-540-24b"
rtxfoom-acc-idf1-02,Vlan320,Voice VLAN,10.225.242.1/24,FALSE,"14450 Trinity Blvd, Ste 200, Fort Worth, TX, 76155 () () (PCI) (Retail Omnicare) (William Strickland 817-540-24b"
rtxfoom-acc-idf1-02,Vlan330,Security VLAN,10.225.243.1/25,FALSE,"14450 Trinity Blvd, Ste 200, Fort Worth, TX, 76155 () () (PCI) (Retail Omnicare) (William Strickland 817-540-24b"
rtxfoom-acc-idf1-02,Vlan340,Wireless AP VLAN,10.225.243.129/25,FALSE,"14450 Trinity Blvd, Ste 200, Fort Worth, TX, 76155 () () (PCI) (Retail Omnicare) (William Strickland 817-540-24b"
rtxfoom-acc-mdf-01,Loopback0,Loo0,10.203.246.184/32,FALSE,
rtxfoom-acc-mdf-01,TenGigabitEthernet1/1/1,Uplink to ftw-dis-m1a-01 TenGigabitEthernet1/3,10.232.75.154/30,FALSE,
rtxfoom-acc-mdf-01,TenGigabitEthernet2/1/1,Uplink to ftw-dis-m1a-02 TenGigabitEthernet1/3,10.232.75.158/30,FALSE,
rtxfoom-acc-mdf-01,Vlan110,Data VLAN,10.232.72.1/24,FALSE,
rtxfoom-acc-mdf-01,Vlan120,Voice VLAN,10.232.73.1/24,FALSE,
rtxfoom-acc-mdf-01,Vlan130,Security VLAN,10.232.74.1/25,FALSE,
rtxfoom-acc-mdf-01,Vlan140,Wireless AP VLAN,10.232.74.129/25,FALSE,
rtxfoom-dis-mdf-02,Loopback0,Loo0,10.203.246.182/32,FALSE,
rtxfoom-dis-mdf-02,Loopback1,Loo1,10.203.246.183/32,FALSE,
rtxfoom-dis-mdf-02,TenGigabitEthernet1/0/5,Uplink to rtxfoomvgmdf-01 GigabitEthernet0/1,10.232.75.173/30,FALSE,
rtxfoom-dis-mdf-02,TenGigabitEthernet1/0/14,Uplink to rtxfoom-vgr-mdf-02 GigabitEthernet0/0/1,10.232.75.246/30,FALSE,
rtxfoom-dis-mdf-02,TenGigabitEthernet1/1/3,Uplink to ftw-usr-m1a-01 TenGigabitEthernet2/1/1,10.232.75.157/30,FALSE,
rtxfoom-dis-mdf-02,TenGigabitEthernet1/1/4,Uplink to ftw-usr-m1a-02 TenGigabitEthernet2/1/1,10.232.75.165/30,FALSE,
rtxfoom-dis-mdf-02,TenGigabitEthernet1/1/5,Uplink to ftw-usr-t1b-02 TenGigabitEthernet4/1/1,10.232.75.181/30,FALSE,
rtxfoom-dis-mdf-02,TenGigabitEthernet1/1/6,Uplink to ftw-usr-t1b-03 TenGigabitEthernet4/1/1,10.232.75.189/30,FALSE,
rtxfoom-dis-mdf-02,Vlan100,Server1 VLAN,10.232.79.131/25,FALSE,
rtxfoom-dis-mdf-02,Vlan101,VXRAIL CONNECTION,10.232.75.195/29,FALSE,
rtxfoom-dis-mdf-02,Vlan777,ospf VLAN,10.232.75.150/30,FALSE,
rtxfoom-dis-mdf-02,Vlan1248,WAN VLAN,10.232.75.140/29,FALSE,
rtxfoom-dis-mdf-01,Loopback0,Loo0,10.203.246.180/32,FALSE,
rtxfoom-dis-mdf-01,Loopback1,Loo1,10.203.246.181/32,FALSE,
rtxfoom-dis-mdf-01,TenGigabitEthernet1/0/5,Uplink to rtxfoomvgmdf-01 GigabitEthernet0/0,10.232.75.169/30,FALSE,
rtxfoom-dis-mdf-01,TenGigabitEthernet1/0/14,Uplink to rtxfoom-vgr-mdf-01 GigabitEthernet0/0/1,10.232.75.242/30,FALSE,
rtxfoom-dis-mdf-01,TenGigabitEthernet1/1/3,Uplink to ftw-usr-m1a-01 TenGigabitEthernet1/1/1,10.232.75.153/30,FALSE,
rtxfoom-dis-mdf-01,TenGigabitEthernet1/1/4,Uplink to ftw-usr-m1a-02 TenGigabitEthernet1/1/1,10.232.75.161/30,FALSE,
rtxfoom-dis-mdf-01,TenGigabitEthernet1/1/5,Uplink to ftw-usr-t1b-02 TenGigabitEthernet1/1/1,10.232.75.177/30,FALSE,
rtxfoom-dis-mdf-01,TenGigabitEthernet1/1/6,Uplink to ftw-usr-t1b-03 TenGigabitEthernet1/1/1,10.232.75.185/30,FALSE,
rtxfoom-dis-mdf-01,Vlan100,Server1 VLAN,10.232.79.130/25,FALSE,
rtxfoom-dis-mdf-01,Vlan101,VXRAIL CONNECTION,10.232.75.194/29,FALSE,
rtxfoom-dis-mdf-01,Vlan777,ospf VLAN,10.232.75.149/30,FALSE,
rtxfoom-dis-mdf-01,Vlan1240,WAN VLAN,10.232.75.132/29,FALSE,
rtxfoom-vxrail-m1a-01,Vlan100,,10.232.79.134/25,FALSE,NewDevice - Retail Access ConfigBuilder
rtxfoom-vxrail-m1a-02,Vlan100,,10.232.79.135/25,FALSE,NewDevice - Retail Access ConfigBuilder
rtxfoom-wifi-idf1-01,Vlan1,,192.168.1.1/24,TRUE,"14450 Trinity Blvd, Ste 200, Fort Worth, TX, 76155 () () (PCI) (Retail Omnicare) (William Strickland 817-540-24b"
rtxfoom-wifi-idf1-01,Vlan140,Wireless AP VLAN,10.232.74.130/25,FALSE,"14450 Trinity Blvd, Ste 200, Fort Worth, TX, 76155 () () (PCI) (Retail Omnicare) (William Strickland 817-540-24b"
rtxhsdi-1000eyes-mdf-01,Vlan66,,10.189.66.4/23,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-acc-tca07-01,Vlan189,,10.189.65.17/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-acc-tca06-01,Vlan189,,10.189.65.16/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-acc-tca03-01,Vlan189,,10.189.65.13/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-acc-tca04-01,Vlan189,,10.189.65.14/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-acc-tca02-01,Vlan189,,10.189.65.12/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-acc-tca05-01,Vlan189,,10.189.65.15/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-acc-tca08-01,Vlan189,,10.189.65.18/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxsaom-dis-mdf-02,Loopback0,Lo0,10.203.246.150/32,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-02,Loopback1,Lo1,10.203.246.151/32,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-02,TenGigabitEthernet1/0/1,uplink to rtxsaom-vgr-mdf-02:Gig0/0/1,10.233.3.246/30,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-02,TenGigabitEthernet1/1/3,uplink to rtxsaom-acc-mdf-01:Ten2/1/1,10.233.3.157/30,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-02,TenGigabitEthernet1/1/4,uplink to rtxsaom-acc-mdf-02:Ten2/1/1,10.233.3.165/30,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-02,Vlan100,Server1 VLAN,10.233.7.131/25,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-02,Vlan777,ospf VLAN,10.233.3.150/30,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-02,Vlan1248,WAN VLAN,10.233.3.140/29,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-01,Loopback0,Lo0,10.203.246.148/32,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-01,Loopback1,Lo1,10.203.246.149/32,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-01,TenGigabitEthernet1/0/1,uplink to rtxsaom-vgr-mdf-01:Gig0/0/1,10.233.3.242/30,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-01,TenGigabitEthernet1/1/3,uplink to rtxsaom-acc-mdf-01:Ten1/1/1,10.233.3.153/30,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-01,TenGigabitEthernet1/1/4,uplink to rtxsaom-acc-mdf-02:Ten1/1/1,10.233.3.161/30,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-01,Vlan100,Server1 VLAN,10.233.7.130/25,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-01,Vlan777,ospf VLAN,10.233.3.149/30,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-dis-mdf-01,Vlan1240,WAN VLAN,10.233.3.132/29,FALSE,"12460 Network Blvd, Ste 101, SAN ANTONIO, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxhsdi-dis-mdf-02,Loopback0,,10.189.64.12/32,FALSE,"19802 Imperial Valley Drive, Houston, TX - (Retail/DistCenter) - (Not_PCI)"
rtxhsdi-dis-mdf-02,TenGigabitEthernet3/3,HTN-WANMPLS-MDF-02 Gig 0/0/2,10.189.64.134/30,FALSE,"19802 Imperial Valley Drive, Houston, TX - (Retail/DistCenter) - (Not_PCI)"
rtxhsdi-dis-mdf-02,TenGigabitEthernet4/3,HTN-WANMPLS-MDF-01 Gig 0/0/2,10.189.64.142/30,FALSE,"19802 Imperial Valley Drive, Houston, TX - (Retail/DistCenter) - (Not_PCI)"
rtxhsdi-dis-mdf-02,Vlan66,HousDC-DistrCtr-Data,10.189.66.3/23,FALSE,"19802 Imperial Valley Drive, Houston, TX - (Retail/DistCenter) - (Not_PCI)"
rtxhsdi-dis-mdf-02,Vlan68,,10.189.68.3/23,FALSE,"19802 Imperial Valley Drive, Houston, TX - (Retail/DistCenter) - (Not_PCI)"
rtxhsdi-dis-mdf-02,Vlan70,,10.189.70.3/24,FALSE,"19802 Imperial Valley Drive, Houston, TX - (Retail/DistCenter) - (Not_PCI)"
rtxhsdi-dis-mdf-02,Vlan75,HousDC-Camera-Mgmt,10.189.75.3/24,TRUE,"19802 Imperial Valley Drive, Houston, TX - (Retail/DistCenter) - (Not_PCI)"
rtxhsdi-dis-mdf-02,Vlan76,HousDC-Printer-Mgmt,10.189.76.3/24,FALSE,"19802 Imperial Valley Drive, Houston, TX - (Retail/DistCenter) - (Not_PCI)"
rtxhsdi-dis-mdf-02,Vlan77,HousDC-AP-Mgmt,10.189.77.3/24,FALSE,"19802 Imperial Valley Drive, Houston, TX - (Retail/DistCenter) - (Not_PCI)"
rtxhsdi-dis-mdf-02,Vlan189,HOUSDC-Mgmt,10.189.65.3/24,FALSE,"19802 Imperial Valley Drive, Houston, TX - (Retail/DistCenter) - (Not_PCI)"
rtxhsdi-dis-mdf-02,Vlan199,MDF-SW Interconnect,10.189.64.146/30,FALSE,"19802 Imperial Valley Drive, Houston, TX - (Retail/DistCenter) - (Not_PCI)"
rtxhsdi-dis-mdf-01,Loopback0,,10.189.64.11/32,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-dis-mdf-01,TenGigabitEthernet3/3,HTN-WANMPLS-MDF-02 Gig 0/0/1,10.189.64.130/30,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-dis-mdf-01,TenGigabitEthernet4/3,HTN-WANMPLS-MDF-01 Gig 0/0/1,10.189.64.138/30,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-dis-mdf-01,Vlan66,HousDC-DistrCtr-Data,10.189.66.2/23,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-dis-mdf-01,Vlan68,,10.189.68.2/23,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-dis-mdf-01,Vlan70,,10.189.70.2/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-dis-mdf-01,Vlan75,HousDC-Camera-Mgmt,10.189.75.2/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-dis-mdf-01,Vlan76,HousDC-Printer-Mgmt,10.189.76.2/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-dis-mdf-01,Vlan77,HousDC-AP-Mgmt,10.189.77.2/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-dis-mdf-01,Vlan189,HOUSDC-Mgmt,10.189.65.2/24,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxhsdi-dis-mdf-01,Vlan199,MDF-SW Interconnect,10.189.64.145/30,FALSE,"19802 Imperial Valley Dr, Houston, TX, 77073 () () (Not PCI) (Retail DistCenter) ( |)"
rtxsaom-acc-mdf-02,Loopback0,Lo0,10.203.246.153/32,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-02,TenGigabitEthernet1/1/1,uplink to rtxsaom-dis-mdf-01:Ten1/1/4,10.233.3.162/30,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-02,TenGigabitEthernet2/1/1,uplink to rtxsaom-dis-mdf-02:Ten1/1/4,10.233.3.166/30,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-02,Vlan210,Data VLAN,10.233.4.1/24,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-02,Vlan220,Voice VLAN,10.233.5.1/24,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-02,Vlan230,Security VLAN,10.233.6.1/25,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-02,Vlan240,Wireless AP VLAN,10.233.6.129/25,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-01,Loopback0,Lo0,10.203.246.152/32,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-01,TenGigabitEthernet1/1/1,uplink to rtxsaom-dis-mdf-01:Ten1/1/3,10.233.3.154/30,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-01,TenGigabitEthernet2/1/1,uplink to rtxsaom-dis-mdf-02:Ten1/1/3,10.233.3.158/30,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-01,Vlan110,Data VLAN,10.233.0.1/24,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-01,Vlan120,Voice VLAN,10.233.1.1/24,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-01,Vlan130,Security VLAN,10.233.2.1/25,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxsaom-acc-mdf-01,Vlan140,Wireless AP VLAN,10.233.2.129/25,FALSE,"12460 Network Blvd, Ste 101, San Antonio, TX, 78249 () () () (Retail Omnicare) (Bryan Hoffman  210-691-9494|)"
rtxstom-acc-mdf-02,Loopback0,,10.203.246.57/32,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-02,TenGigabitEthernet1/1/1,uplink to rtxstom-dis-mdf-01:Ten1/1/4,10.232.99.162/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-02,TenGigabitEthernet2/1/1,uplink to rtxstom-dis-mdf-02:Ten1/1/4,10.232.99.166/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-02,Vlan210,Data VLAN,10.232.100.1/24,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-02,Vlan220,Voice VLAN,10.232.101.1/24,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-02,Vlan230,Security VLAN,10.232.102.1/25,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-02,Vlan240,Wireless AP VLAN,10.232.102.129/25,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-02,Vlan250,Automation VLAN,10.232.103.1/25,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-01,Loopback0,,10.203.246.56/32,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-01,TenGigabitEthernet1/1/1,uplink to rtxstom-dis-mdf-01:Ten1/1/3,10.232.99.154/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-01,TenGigabitEthernet2/1/1,uplink to rtxstom-dis-mdf-02:Ten1/1/3,10.232.99.158/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-01,Vlan110,Data VLAN,10.232.96.1/24,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-01,Vlan120,Voice VLAN,10.232.97.1/24,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-01,Vlan130,Security VLAN,10.232.98.1/25,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-acc-mdf-01,Vlan140,Wireless AP VLAN,10.232.98.129/25,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-01,Loopback0,Lo0,10.203.246.52/32,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-01,Loopback1,Lo1,10.203.246.53/32,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-01,TenGigabitEthernet1/0/1,Uplink to rtxstomvgmdf-01 fe0/0,10.232.99.169/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-01,TenGigabitEthernet1/0/13,to rtxstom-vgr-mdf-01 Gi0/0/1,10.232.99.246/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-01,TenGigabitEthernet1/1/3,uplink to rtxstom-acc-mdf-01:Ten1/1/1,10.232.99.153/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-01,TenGigabitEthernet1/1/4,uplink to rtxstom-acc-mdf-02:Ten1/1/1,10.232.99.161/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-01,Vlan100,Server1 VLAN,10.232.103.130/25,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-01,Vlan777,ospf VLAN,10.232.99.149/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-01,Vlan1240,WAN VLAN,10.232.99.132/29,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-02,Loopback0,Lo0,10.203.246.54/32,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-02,Loopback1,Lo1,10.203.246.55/32,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-02,TenGigabitEthernet1/0/1,Uplink to rtxstomvgmdf-01 Fe0/1,10.232.99.173/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-02,TenGigabitEthernet1/0/13,uplink to rtxstom-vgr-mdf-02:Gig0/0/1,10.232.99.250/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-02,TenGigabitEthernet1/1/3,uplink to rtxstom-acc-mdf-01:Ten2/1/1,10.232.99.157/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
rtxstom-dis-mdf-02,TenGigabitEthernet1/1/4,uplink to rtxstom-acc-mdf-02:Ten2/1/1,10.232.99.165/30,FALSE,"10650 West Airport Blvd, Ste 150, Stafford, TX, 77477 () () (Not PCI) (Retail Omnicare) (Joe Davis 281-776-8860|)"
